Region,District,Ward,Village,Date,Date2,Start time,End time,Transport used,Dogs without collars,Dogs with collars,Totalcounts,Comments,Correct_Village,Correct_Ward,Correct_District,Correct_Region
Morogoro,Kilombero,Kidatu,Mkamba,22/11/2016,22-Nov-16,16:00,18:00,foot ,3,5,8,NA,Mkamba,Kidatu,Kilombero,Morogoro
Mtwara,Mtwara urban,Naliendele,Mkangala,09/11/2016,09-Nov-16,16:30,18:30,foot,4,5,9,NA,Mkangala,Naliendele,Mtwara Urban,Mtwara
Mtwara,Masasi rural,Namalenga,Mkangaula,07/11/2016,07-Nov-16,16:10,18:00,foot,1,2,3,NA,Mkangaula,Namalenga,Masasi,Mtwara
Lindi,Lindi rural,Milola ,Mkangaulani,13/11/2016,13-Nov-16,16:30,18:30,foot,2,1,3,NA,Mkangaulani,Milola,Lindi Rural,Lindi
Morogoro,Kilombero,Mngeta,Mkangawalo,27/11/2016,27-Nov-16,16:00,18:00,motorcycle,8,24,32,NA,Mkangawalo,Mchombe,Kilombero,Morogoro
Mtwara,Masasi Township Authority,Sululu,Mkarakate,11/11/2016,11-Nov-16,16:00,18:10,foot ,1,3,4,NA,Mkarakate,Sululu,Masasi Township Authority,Mtwara
Lindi,Ruagwa ,Nambilanje,Mkaranga,01/11/2016,01-Nov-16,16:00,18:00,foot,2,9,11,NA,Mkaranga,Nambilanje,Ruangwa,Lindi
Lindi,Nachingwea,Naipingo,Mkatapori,08/11/2016,08-Nov-16,16:00,18:15,foot,8,2,10,NA,Mkatapori,Naipingo,Nachingwea,Lindi
Mtwara,Nanyumbu,Chipuputa,Mkohola,04/11/2016,04-Nov-16,15:30,17:30,foot,7,0,7,NA,Mkohola,Chipuputa,Nanyumbu,Mtwara
Mtwara,Masasi rural,Mkundi,Mkolopola,12/11/2016,12-Nov-16,16:00,18:00,foot,1,3,4,NA,Mkolopola,Mkundi,Masasi,Mtwara
Mtwara,Newala,Mnekachi,Mkoma I,08/11/2016,08-Nov-16,16:00,18:00,foot,4,1,5,NA,Mkoma I,Mnekachi,Newala,Mtwara
Mtwara,Newala,Mkoma II,Mkoma II,14/11/2016,14-Nov-16,16:00,18:00,foot,0,1,1,NA,Mkoma II,Mkoma II,Newala,Mtwara
Lindi,Lindi rural,Nangaru,Mkombamosi ,14/11/2016,14-Nov-16,16:00,18:00,foot,4,8,12,NA,Mkombamosi,Nangaru,Lindi Rural,Lindi
Lindi,Nachingwea,Mneromiembeni,Mkonjela,09/11/2016,09-Nov-16,16:00,18:15,foot,2,1,3,NA,Mkonjela,Mneromiembeni,Nachingwea,Lindi
Mtwara,Mtwara rural,Msanga Mkuu,Mkubiru,12/11/2016,12-Nov-16,16:00,18:00,bicycle,0,0,0,NA,Mkubiru,Msanga Mkuu,Mtwara Rural,Mtwara
Mtwara,Newala,Chilangala,Mkudumba,09/11/2016,09-Nov-16,16:01,18:01,foot,2,0,2,NA,Mkudumba,Chilangala,Newala,Mtwara
Lindi,Nachingwea,Naipingo,Mkukwe,08/11/2016,08-Nov-16,16:00,18:15,foot,3,1,4,NA,Mkukwe,Naipingo,Nachingwea,Lindi
Morogoro,Kilombero,Mang'ula A,Mkula,27/11/2016,27-Nov-16,15:40,17:50,foot ,5,8,13,NA,Mkula,Mkula,Kilombero,Morogoro
Morogoro,Morogoro rural,Mkulazi,Mkulanzi,04/12/2016,04-Dec-16,16:00,18:00,foot,0,11,11,NA,Mkulazi,Mkulazi,Morogoro,Morogoro
Lindi,Nachingwea,Mpiruka,Mkumba,06/11/2016,06-Nov-16,16:00,18:07,bicycle ,4,10,14,NA,Mkumba,Mpiruka,Nachingwea,Lindi
Mtwara,Nanyumbu,Sengenya,Mkumbaru,09/11/2016,09-Nov-16,16:01,18:09,Bicycle,1,7,8,NA,Mkumbaru,Sengenya,Nanyumbu,Mtwara
Lindi,Liwale,Makata,Mkundi,28/11/2016,28-Nov-16,16:10,18:15,foot,1,5,6,NA,Mkundi,Makata,Liwale,Lindi
Mtwara,Masasi rural,Nanganga,Mkungu,10/11/2016,10-Nov-16,16:00,18:00,foot,3,2,5,NA,Mkungu,Nanganga,Masasi,Mtwara
Mtwara,Newala,Malatu,Mkunjo,10/11/2016,10-Nov-16,16:00,18:00,foot,0,2,2,NA,Mkunjo,Malatu,Newala,Mtwara
Mtwara,Mtwara rural,Mayanga,Mkunwa,10/11/2016,10-Nov-16,16:02,18:02,foot,1,2,3,NA,Mkunwa,Mayanga,Mtwara Rural,Mtwara
Lindi,Liwale,Mkutano,Mkutano,26/11/2016,26-Nov-16,16:00,18:00,foot,0,0,0,NA,Mkutano,Mkutano,Liwale,Lindi
Lindi,Ruagwa ,Mbekenyera,Mkutingome,13/11/2016,13-Nov-16,16:00,18:00,foot,5,3,8,NA,Mkutingome,Mbekenyera,Ruangwa,Lindi
Mtwara,Nanyumbu,Nanyumbu,Mkuula,02/11/2016,02-Nov-16,16:00,18:00,foot,3,12,15,NA,Mkuula,Nanyumbu,Nanyumbu,Mtwara
Morogoro,Morogoro rural,Mkuyuni,Mkuyuni,05/12/2016,05-Dec-16,16:14,18:14,foot,0,6,6,NA,Mkuyuni,Mkuyuni,Morogoro,Morogoro
Lindi,Lindi rural,Mkwajuni,Mkwajuni,17/11/2016,17-Nov-16,16:10,18:17,foot,2,3,5,NA,Mkwajuni,Majengo,Lindi Rural,Lindi
Mtwara,Nanyumbu,Mikangaula,Mkwajuni,01/11/2016,01-Nov-16,16:00,18:15,foot,1,2,3,NA,Mkwajuni,Mikangaula,Nanyumbu,Mtwara
Mtwara,Mtwara rural,Muungano,Mkwajuni,06/11/2016,06-Nov-16,16:00,18:04,bicycle,0,0,0,NA,Mkwajuni,Muungano,Mtwara Rural,Mtwara
Morogoro,Morogoro urban,Kichangani,Mkwajuni,12/11/2016,12-Nov-16,16:08,18:10,bicycle,3,4,7,NA,Mkwajuni,Kichangani,Morogoro Urban,Morogoro
Morogoro,Morogoro urban,Mwembesongo,Mkwajuni,06/11/2016,06-Nov-16,16:05,18:07,bicycle,0,0,0,NA,Mkwajuni,Mwembesongo,Morogoro Urban,Morogoro
Mtwara,Mtwara rural,Muungano,Mkwajuni Chini,05/11/2016,05-Nov-16,16:00,18:00,bicycle,0,0,0,NA,Mkwajuni Chini,Muungano,Mtwara Rural,Mtwara
Lindi,Kilwa,Masoko,Mkwanyule,18/11/2016,18-Nov-16,15:00,17:00,bicycle,10,7,17,NA,Mkwanyule,Masoko,Kilwa,Lindi
Morogoro,Kilombero,Mlabani,Mlabani,21/11/2016,21-Nov-16,17:00,19:00,bicycle,7,9,16,NA,Mlabani,Ifakara,Kilombero,Morogoro
Lindi,Liwale,Mlembwe,Mlembwe,27/11/2016,27-Nov-16,16:05,18:00,foot,0,0,0,NA,Mlembwe,Mlembwe,Liwale,Lindi
Morogoro,Kilombero,Mlimba,Mlimba A',26/11/2016,26-Nov-16,17:00,19:00,foot ,0,0,0,NA,Mlimba 'A',Mlimba,Kilombero,Morogoro
Pwani,Kisarawe ,Kiluvya,Mloganzila,17/11/2016,17-Nov-16,16:00,18:30,foot,3,20,23,NA,Mloganzila,Kiluvya,Kisarawe,Pwani
Mtwara,Newala,Nambali,Mmalachi,16/11/2016,16-Nov-16,16:00,18:00,foot,0,7,7,NA,Mmalachi,Nambali,Newala,Mtwara
Lindi,Lindi rural,Kiwalala,Mmangawanga ,12/11/2016,12-Nov-16,16:30,18:30,foot,2,0,2,NA,Mmangawanga,Kiwalala,Lindi Rural,Lindi
Lindi,Ruagwa ,Likunja,Mmawa,18/11/2016,18-Nov-16,16:00,18:00,foot,1,3,4,NA,Mmawa,Likunja,Ruangwa,Lindi
Lindi,Ruagwa ,Nandagala,Mmawa,13/11/2016,13-Nov-16,15:20,17:20,foot,0,0,0,NA,Mmawa,Nandagala,Ruangwa,Lindi
Mtwara,Mtwara urban,Chikongola,Mmingano,15/11/2016,15-Nov-16,16:30,18:45,foot,2,0,2,NA,Mmingano,Chikongola,Mtwara Urban,Mtwara
Mtwara,Newala,Chiwonga,Mmulunga,01/11/2016,01-Nov-16,16:00,18:01,foot,0,0,0,NA,Mmulunga,Chiwonga,Newala,Mtwara
Lindi,Lindi rural,Nachunyu,Mmumbu,13/11/2016,13-Nov-16,16:00,18:00,foot,3,1,4,NA,Mmumbu,Nachunyu,Lindi Rural,Lindi
Mtwara,Newala,Makukwe,Mnachi,10/11/2016,10-Nov-16,16:00,18:00,foot,0,0,0,NA,Mnachi,Makukwe,Newala,Mtwara
Mtwara,Newala,Nakahako,Mnahuke,10/11/2016,10-Nov-16,16:00,18:00,foot,0,0,0,NA,Mnahuke,Nakahako,Newala,Mtwara
Mtwara,Mtwara rural,Tangazo,Mnaida,03/11/2016,03-Nov-16,16:00,18:00,foot,0,0,0,NA,Mnaida,Tangazo,Mtwara Rural,Mtwara
Mtwara,Newala,Mcholi II,Mnaida ,19/11/2016,19-Nov-16,16:00,18:00,Bicycle,3,0,3,NA,Mnaida,Mcholi II,Newala,Mtwara
Mtwara,Newala,Kitangari,Mnali,14/11/2016,14-Nov-16,16:00,18:01,foot,0,0,0,NA,Mnali,Kitangari,Newala,Mtwara
Lindi,Lindi rural,Namupa,Mnamba/Chiuwe,14/11/2016,14-Nov-16,16:30,18:30,Bicycle,0,0,0,NA,Mnamba,Namupa,Lindi Rural,Lindi
Mtwara,Newala,Makukwe,Mnamunjelele,10/11/2016,10-Nov-16,16:00,18:00,foot,0,0,0,NA,Mnamunjelele,Makukwe,Newala,Mtwara
Lindi,Lindi rural,Kolambwani,Mnangole ,14/11/2016,14-Nov-16,16:35,18:45,foot,0,0,0,NA,Mnang'ole,Kilolambwani,Lindi Rural,Lindi
Mtwara,Newala,Nanguruwe,Mnanje,10/11/2016,10-Nov-16,16:00,18:00,foot,0,0,0,NA,Mnanje,Nanguruwe,Newala,Mtwara
Mtwara,Nanyumbu,Mnanje,Mnanje B,03/11/2016,03-Nov-16,16:00,18:05,Bicycle,2,7,9,NA,Mnanje B,Mnanje,Nanyumbu,Mtwara
Lindi,Lindi rural,Mnara ,Mnara,13/11/2016,13-Nov-16,16:00,18:00,foot,5,8,13,NA,Mnara,Mnara,Lindi Rural,Lindi
Mtwara,Newala,Makukwe,Mnauja,10/11/2016,10-Nov-16,16:00,18:00,foot,0,0,0,NA,Mnauja,Makukwe,Newala,Mtwara
Mtwara,Newala,Maputi,Mnauya,10/11/2016,10-Nov-16,16:00,18:00,foot,0,0,0,NA,Mnauya,Maputi,Newala,Mtwara
Mtwara,Mtwara rural,Ziwani,Mnawene,14/11/2016,14-Nov-16,15:00,17:00,foot,1,0,1,NA,Mnawene,Ziwani,Mtwara Rural,Mtwara
Mtwara,Newala,Mnyambe,Mnayope,14/11/2016,14-Nov-16,17:00,18:45,foot,3,0,3,NA,Mnayope,Mnyambe,Newala,Mtwara
Lindi,Lindi urban,Mingoyo,Mnazi Mmoja,01/11/2016,01-Nov-16,16:00,18:00,foot,0,0,0,NA,Mnazi Mmoja,Mingoyo,Lindi Urban,Lindi
Mtwara,Mtwara urban,Mitengo,Mnazi Mmoja,08/11/2016,08-Nov-16,16:00,18:20,foot,4,7,11,NA,Mnazi Mmoja,Mitengo,Mtwara Urban,Mtwara
Lindi,Lindi rural,Mandwanga ,Mnazi Mmoja ,19/11/2016,19-Nov-16,16:00,18:20,foot,0,2,2,NA,Mandwanga,Mandwanga,Lindi Rural,Lindi
Lindi,Lindi rural,Namupa,Mndawa ,17/11/2016,17-Nov-16,16:00,18:20,foot,0,0,0,NA,Mndawa,Namupa,Lindi Rural,Lindi
Lindi,Nachingwea,Mneromiembeni,Mneromiembeni,09/11/2016,09-Nov-16,16:00,18:15,foot,3,0,3,NA,Mneromiembeni,Mneromiembeni,Nachingwea,Lindi
Mtwara,Mtwara rural,Msanga Mkuu,Mnete,13/11/2016,13-Nov-16,15:00,17:00,foot,0,0,0,NA,Mnete,Msanga Mkuu,Mtwara Rural,Mtwara
Morogoro,Morogoro rural,Mngazi,Mngazi ,04/12/2016,04-Dec-16,14:30,16:30,foot,1,5,6,NA,Mngazi,Mngazi,Morogoro,Morogoro
Morogoro,Kilombero,Mngeta,Mngeta,25/11/2016,25-Nov-16,16:00,18:00,bicycle,7,19,26,NA,Mngeta,Mchombe,Kilombero,Morogoro
Mtwara,Mtwara rural,Madimba,Mngoji,10/11/2016,10-Nov-16,16:00,18:00,foot,0,0,0,NA,Mngoji,Madimba,Mtwara Rural,Mtwara
Mtwara,Newala,Mnyambe,Mnima,13/11/2016,13-Nov-16,16:05,18:01,foot,0,12,12,NA,Mnima,Mnyambe,Newala,Mtwara
Mtwara,Mtwara rural,Mnima,Mnima,14/11/2016,14-Nov-16,15:30,17:30,bicycle,0,0,0,NA,Mnima,Mnima,Mtwara Rural,Mtwara
Lindi,Lindi rural,Kilangala,Mnimbilo,14/11/2016,14-Nov-16,16:05,18:03,foot,3,5,8,NA,Mnimbila,Kilangala,Lindi Rural,Lindi
Lindi,Lindi rural,Nnolela,Mnolela,12/11/2016,12-Nov-16,15:00,17:00,foot,6,6,12,NA,Mnolela,Mnolela,Lindi Rural,Lindi
Mtwara,Nanyumbu,Mangaka,Mnonia,31/10/2016,31-Oct-16,16:00,18:00,foot,0,5,5,NA,Mnonia,Mangaka,Nanyumbu,Mtwara
Lindi,Lindi urban,Mitandi,Mnubi,04/11/2016,04-Nov-16,16:00,18:00,bicycle,0,0,0,NA,Mnubi,Mitandi,Lindi Urban,Lindi
Mtwara,Newala,Mkwedu,Mnyambachi,14/11/2016,14-Nov-16,17:00,18:45,foot,0,0,0,NA,Mnyambachi,Mkwedu,Newala,Mtwara
Mtwara,Newala,Mnyambe,Mnyambe,14/11/2016,14-Nov-16,16:00,18:15,foot,5,19,24,NA,Mnyambe,Mnyambe,Newala,Mtwara
Lindi,Lindi rural,Mipingo,Mnyangara,13/11/2016,13-Nov-16,16:00,18:03,Bicycle,1,6,7,NA,Mnyangara,Mipingo,Lindi Rural,Lindi
Mtwara,Newala,Mtopwa,Mnyeu,14/11/2016,14-Nov-16,17:00,18:45,foot,0,0,0,NA,Mnyeu,Mtopwa,Newala,Mtwara
Morogoro,Kilombero,Mofu,Mofu,26/11/2016,26-Nov-16,15:30,17:30,motorcycle,14,22,36,NA,Mofu,Mofu,Kilombero,Morogoro
Lindi,Lindi rural,Matimba,Moka ,17/11/2016,17-Nov-16,16:06,18:20,foot,5,4,9,NA,Moka,Matimba,Lindi Rural,Lindi
Mtwara,Mtwara rural,Ziwani,Moma,17/11/2016,17-Nov-16,16:00,18:02,foot,2,0,2,NA,Moma,Ziwani,Mtwara Rural,Mtwara
Mtwara,Newala,Mtonya,Moneka,01/12/2016,01-Dec-16,16:45,18:40,foot,0,2,2,NA,Moneka,Mtonya,Newala,Mtwara
Lindi,Lindi rural,Navanga,Mongomongo,13/11/2016,13-Nov-16,16:00,18:00,foot,1,0,1,NA,Mongomongo,Navanga,Lindi Rural,Lindi
Mtwara,Newala,Nakahako,Mpalu,26/11/2016,26-Nov-16,16:00,18:00,foot,0,0,0,NA,Mpalu,Nakahako,Newala,Mtwara
Morogoro,Kilombero,Utengule,Mpanga,26/11/2016,26-Nov-16,15:30,17:30,bicycle,0,0,0,NA,Mpanga,Utengule,Kilombero,Morogoro
Lindi,Kilwa,Masoko,Mpara,21/11/2016,21-Nov-16,16:00,18:00,bicycle,6,5,11,NA,Mpara,Masoko,Kilwa,Lindi
Lindi,Ruagwa ,Likunja,Mpara,13/11/2016,13-Nov-16,15:00,17:00,foot,4,6,10,NA,Mpara,Likunja,Ruangwa,Lindi
Mtwara,Masasi Township Authority,Mwenge,Mpekeso,10/11/2016,10-Nov-16,16:00,18:05,foot ,3,3,6,NA,Mpekeso,Mwenge,Masasi Township Authority,Mtwara
Lindi,Lindi rural,Kiwalala,Mpembe,17/11/2016,17-Nov-16,16:30,18:30,Bicycle,3,2,5,NA,Mpembe,Kiwalala,Lindi Rural,Lindi
Lindi,Lindi rural,Mtama,Mpenda,11/11/2016,11-Nov-16,16:14,18:15,foot,1,1,2,NA,Mpenda,Mtama,Lindi Rural,Lindi
Lindi,Liwale,Makata,Mpengere,29/11/2016,29-Nov-16,16:05,18:02,foot,0,4,4,NA,Mpengere,Makata,Liwale,Lindi
Lindi,Liwale,Mpigamiti,Mpigamiti,25/11/2016,25-Nov-16,16:00,18:00,foot,0,2,2,NA,Mpigamiti,Mpigamiti,Liwale,Lindi
Lindi,Lindi urban,Nachingwea,Mpilipili Kusini,04/11/2016,04-Nov-16,16:00,18:00,bicycle,0,0,0,NA,Mpilipili Kusini,Nachingwea,Lindi Urban,Lindi
Lindi,Lindi rural,Mipingo,Mpingo ,13/11/2016,13-Nov-16,16:01,18:04,foot,3,4,7,NA,Mipingo,Mipingo,Lindi Rural,Lindi
Mtwara,Newala,Nandwahi,Mpirani,14/11/2016,14-Nov-16,16:00,18:00,foot,0,0,0,NA,Mpirani,Nandwahi,Newala,Mtwara
Lindi,Liwale,Liwale Mjini,Mpirani,26/11/2016,26-Nov-16,16:00,18:00,foot,3,1,4,NA,Mpirani,Liwale Mjini,Liwale,Lindi
Morogoro,Kilombero,Igima,Mpofu,23/11/2016,23-Nov-16,16:30,18:30,foot ,1,8,9,NA,Mpofu,Mbingu,Kilombero,Morogoro
Mtwara,Nanyumbu,Napacho,Mpombe,09/11/2016,09-Nov-16,16:00,18:10,Bicycle,3,3,6,NA,Mpombe,Napacho,Nanyumbu,Mtwara
Mtwara,Mtwara rural,Dihimba,Mpondomo,11/11/2016,11-Nov-16,16:00,18:00,bicycle,0,0,0,NA,Mpondomo,Dihimba,Mtwara Rural,Mtwara
Mtwara,Masasi rural,Mwena,Mpowora,08/11/2016,08-Nov-16,16:00,18:00,foot,2,7,9,NA,Mpowora,Mwena,Masasi,Mtwara
Lindi,Ruagwa ,Nkowe,Mpumbe,17/11/2016,17-Nov-16,16:00,18:00,foot,2,0,2,NA,Mpumbe,Nkowe,Ruangwa,Lindi
Lindi,Lindi rural,Kiwawa ,Mputwa,13/11/2016,13-Nov-16,16:00,18:00,Bicycle,1,1,2,NA,Mputwa,Kiwawa,Lindi Rural,Lindi
Mtwara,Nanyumbu,Chipuputa,Mpwahia,05/11/2016,05-Nov-16,16:00,18:00,foot,5,15,20,NA,Mpwahia,Chipuputa,Nanyumbu,Mtwara
Mtwara,Newala,Mchemo,Mpwapwa,14/11/2016,14-Nov-16,16:00,18:00,foot,0,0,0,NA,Mpwapwa,Mchemo,Newala,Mtwara
Mtwara,Masasi rural,Lukuledi,Mraushi,11/11/2016,11-Nov-16,16:00,18:00,foot,1,10,11,NA,Mraushi,Lukuledi,Masasi,Mtwara
Mtwara,Mtwara rural,Ziwani,Msakala,12/11/2016,12-Nov-16,15:30,17:30,foot,0,0,0,NA,Msakala,Ziwani,Mtwara Rural,Mtwara
Morogoro,Kilombero,Mwaya,Msalise,24/11/2016,24-Nov-16,15:30,17:30,foot ,2,6,8,NA,Msalise,Mang'ula,Kilombero,Morogoro
Mtwara,Masasi rural,Namalenga,Msanga,08/11/2016,08-Nov-16,16:00,18:00,foot,2,4,6,NA,Msanga,Namalenga,Masasi,Mtwara
Pwani,Kisarawe ,Msanga,Msanga,17/11/2016,17-Nov-16,16:00,18:10,bicycle,1,4,5,NA,Msanga,Msanga,Kisarawe,Pwani
Mtwara,Mtwara rural,Msanga Mkuu,Msanga Mkuu,09/11/2016,09-Nov-16,15:00,17:00,foot,0,0,0,NA,Msanga Mkuu,Msanga Mkuu,Mtwara Rural,Mtwara
Pwani,Kisarawe ,Maneromango,Msegamo,18/11/2016,18-Nov-16,16:40,18:56,bicycle,3,8,11,NA,Msegamo,Maneromango,Kisarawe,Pwani
Lindi,Nachingwea,Nambambo,Mshikamano,09/11/2016,09-Nov-16,16:00,18:10,foot,2,3,5,NA,Mshikamano,Nambambo,Nachingwea,Lindi
Morogoro,Morogoro urban,Boma,Msigala,07/11/2016,07-Nov-16,16:20,18:00,foot,0,1,1,NA,Msigala,Boma,Morogoro Urban,Morogoro
Mtwara,Mtwara rural,Mayanga,Msijute,03/11/2016,03-Nov-16,17:00,19:04,foot,2,4,6,NA,Msijute,Mayanga,Mtwara Rural,Mtwara
Mtwara,Masasi rural,Namatutwe,Msikisi,11/11/2016,11-Nov-16,16:12,18:00,foot,1,7,8,NA,Msikisi,Namatutwe,Masasi,Mtwara
Mtwara,Newala,Mcholi II,Msilili,14/11/2016,14-Nov-16,16:30,18:30,motorcycle,0,0,0,NA,Msilili,Mcholi II,Newala,Mtwara
Mtwara,Mtwara rural,Madimba,Msimbati,03/11/2016,03-Nov-16,16:00,18:00,bicycle,0,0,0,NA,Msimbati,Madimba,Mtwara Rural,Mtwara
Pwani,Kisarawe ,Msimbu,Msimbu,17/11/2016,17-Nov-16,16:00,18:00,bicycle,0,1,1,NA,Msimbu,Msimbu,Kisarawe,Pwani
Mtwara,Nanyumbu,Likokona,Msinyasi,31/10/2016,31-Oct-16,16:30,18:30,foot,0,1,1,NA,Msinyasi,Likokona,Nanyumbu,Mtwara
Morogoro,Kilombero,Chita,Msita,29/11/2016,29-Nov-16,15:55,17:49,motorcycle,27,5,32,NA,Chita,Chita,Kilombero,Morogoro
Morogoro,Ulanga,Msogezi,Msogezi,07/12/2016,07-Dec-16,15:21,17:21,foot,4,7,11,NA,Msogezi,Msogezi,Ulanga,Morogoro
Mtwara,Masasi rural,Namalenga,Msokosela,08/11/2016,08-Nov-16,16:00,18:04,foot,0,0,0,NA,Msokosela,Namalenga,Masasi,Mtwara
Morogoro,Kilombero,Msolwa station,Msolwa,26/11/2016,26-Nov-16,16:00,18:00,bicycle,7,10,17,NA,Msolwa station,Kidatu,Kilombero,Morogoro
Mtwara,Masasi Township Authority,Jida,Mtaa wa Jamhuri,08/11/2016,08-Nov-16,16:00,18:00,Bicycle ,5,0,5,NA,Mtaa wa Jamhuri,Jida,Masasi Township Authority,Mtwara
Mtwara,Masasi Township Authority,Jida,Mtaa wa Jida,08/11/2016,08-Nov-16,16:00,18:10,foot ,7,0,7,NA,Mtaa wa Jida,Jida,Masasi Township Authority,Mtwara
Mtwara,Masasi Township Authority,Mkuti,Mtaa wa Kisiwani,07/11/2016,07-Nov-16,16:00,18:15,Bicycle ,3,0,3,NA,Mtaa wa Kisiwani,Mkuti,Masasi Township Authority,Mtwara
Mtwara,Masasi Township Authority,Migongo,Mtaa wa Misufini,12/11/2016,12-Nov-16,16:00,18:00,Bicycle ,4,5,9,NA,Mtaa wa Misufini,Migongo,Masasi Township Authority,Mtwara
Mtwara,Masasi Township Authority,Mkuti,Mtaa wa Mkutikati,07/11/2016,07-Nov-16,16:00,18:10,foot ,4,0,4,NA,Mtaa wa Mkutikati,Mkuti,Masasi Township Authority,Mtwara
Mtwara,Masasi Township Authority,Mkuti,Mtaa wa Sabasaba,07/11/2016,07-Nov-16,16:00,18:10,foot ,3,0,3,NA,Mtaa wa Sabasaba,Mkuti,Masasi Township Authority,Mtwara
Mtwara,Masasi Township Authority,Nyasa,Mtaa wa Silabu,11/11/2016,11-Nov-16,16:00,18:15,foot ,3,1,4,NA,Mtaa wa Silabu,Nyasa,Masasi Township Authority,Mtwara
Mtwara,Masasi Township Authority,Nyasa,Mtaa wa Wapiwapi 'A',11/11/2016,11-Nov-16,16:00,18:14,Bicycle ,1,0,1,NA,Mtaa wa Wapiwapi 'A',Nyasa,Masasi Township Authority,Mtwara
Mtwara,Masasi Township Authority,Jida,Mtaa wa Zahanati,08/11/2016,08-Nov-16,16:00,18:17,foot ,4,0,4,NA,Mtaa wa Zahanati,Jida,Masasi Township Authority,Mtwara
Morogoro,Morogoro urban,Kiwanja Cha Ndege,Mtagwa,14/11/2016,14-Nov-16,16:00,18:00,foot,0,1,1,NA,Mtagwa,Kiwanja Cha Ndege,Morogoro Urban,Morogoro
Lindi,Lindi rural,Mnara ,Mtakuja,14/11/2016,14-Nov-16,16:00,18:10,foot,3,3,6,NA,Mtakuja,Mnara,Lindi Rural,Lindi
Lindi,Ruagwa ,Nanganga,Mtakuja,11/12/2016,11-Dec-16,15:00,17:00,foot,1,12,13,NA,Mtakuja,Nanganga,Ruangwa,Lindi
Lindi,Lindi rural,Nyangao,Mtakuja II,14/11/2016,14-Nov-16,16:00,18:00,foot,1,2,3,NA,Mtakuja II,Nyangao,Lindi Rural,Lindi
Morogoro,Morogoro rural,Kisemu,Mtamba,06/12/2016,06-Dec-16,16:30,18:30,foot,0,3,3,NA,Mtamba,Kisemu,Morogoro,Morogoro
Pwani,Kisarawe ,Kibuta,Mtamba,18/11/2016,18-Nov-16,16:00,18:10,bicycle,13,16,29,NA,Mtamba,Kibuta,Kisarawe,Pwani
Lindi,Ruagwa ,Mtambarale ,Mtambarale Kusini,13/11/2016,13-Nov-16,15:00,17:00,foot,1,12,13,NA,NA,Matambarale,Ruangwa,Lindi
Mtwara,Newala,Makonga,Mtanda,14/11/2016,14-Nov-16,16:00,18:00,foot,0,0,0,NA,Makonga,Makonga,Newala,Mtwara
Lindi,Lindi urban,Mtanda ,Mtanda Juu,03/11/2016,03-Nov-16,16:10,17:55,foot,0,2,2,NA,Mtanda Juu,Mtanda,Lindi Urban,Lindi
Lindi,Kilwa,Tingi,Mtandango,21/11/2016,21-Nov-16,16:00,18:00,foot,1,25,26,NA,Mtandango,Tingi,Kilwa,Lindi
Mtwara,Mtwara rural,Madimba,Mtandi,17/11/2016,17-Nov-16,16:00,18:00,foot,0,0,0,NA,Mtandi,Madimba,Mtwara Rural,Mtwara
Mtwara,Masasi Township Authority,Mtandi,Mtandi 'A',06/11/2016,06-Nov-16,16:00,18:15,foot ,5,5,10,NA,Mtandi 'A',Mtandi,Masasi Township Authority,Mtwara
Mtwara,Newala,Makonga,Mtangalanga,14/11/2016,14-Nov-16,16:00,18:00,foot,0,0,0,NA,Mtangalanga,Makonga,Newala,Mtwara
Mtwara,Mtwara urban,Jangwani,Mtangashari,14/11/2016,14-Nov-16,17:00,18:30,foot,0,1,1,NA,Mtangashari,Jangwani,Mtwara Urban,Mtwara
Lindi,Lindi urban,Jamhuri,Mtange,02/11/2016,02-Nov-16,16:10,17:59,bicycle,0,0,0,NA,Mtange,Jamhuri,Lindi Urban,Lindi
Morogoro,Morogoro urban,Mwembesongo,Mtawala,14/11/2016,14-Nov-16,16:05,18:00,foot,0,0,0,NA,Mtawala,Mwembesongo,Morogoro Urban,Morogoro
Lindi,Liwale,Mbaya,mtawango,28/11/2016,28-Nov-16,16:00,18:00,foot,0,0,0,NA,mtawango,Mbaya,Liwale,Lindi
Mtwara,Mtwara urban,Likombe,Mtawanya,08/11/2016,08-Nov-16,16:40,18:40,foot,2,2,4,NA,Mtawanya,Likombe,Mtwara Urban,Mtwara
Lindi,Ruagwa ,Malolo,Mtawilile,17/11/2016,17-Nov-16,16:00,18:00,Bicycle ,4,9,13,NA,Mtawilile,Malolo,Ruangwa,Lindi
Morogoro,Morogoro rural,Mikese,Mtego wa simba ,08/12/2016,08-Dec-16,16:30,18:15,Bicycle,22,39,61,NA,Mtego wa Simba,Mikese,Morogoro,Morogoro
Lindi,Lindi rural,Sudi,Mtegu,13/11/2016,13-Nov-16,16:30,18:30,foot,0,3,3,NA,Mtegu,Sudi,Lindi Rural,Lindi
Mtwara,Mtwara rural,Madimba,Mtendachi,06/11/2016,06-Nov-16,15:00,17:00,bicycle,0,0,0,NA,Mtendachi,Madimba,Mtwara Rural,Mtwara
Lindi,Kilwa,Kibata,Mtende,19/11/2016,19-Nov-16,15:10,17:10,bicycle,1,11,12,NA,Mtende,Kibata,Kilwa,Lindi
Lindi,Nachingwea,Kilimani hewa,Mtepeche,05/11/2016,05-Nov-16,16:00,18:15,foot,7,4,11,NA,Mtepeche,Kilimanihewa,Nachingwea,Lindi
